Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","836","Natural rubber in primary forms","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","836","Natural rubber in primary forms","2020","2020","t","2.62","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","836","Natural rubber in primary forms","2020","2020","t","257089.63","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","836","Natural rubber in primary forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","836","Natural rubber in primary forms","2021","2021","t","239851","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","836","Natural rubber in primary forms","2021","2021","t","36183.69","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","836","Natural rubber in primary forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","836","Natural rubber in primary forms","2021","2021","t","1.34","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","836","Natural rubber in primary forms","2021","2021","t","276033.35","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","836","Natural rubber in primary forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","836","Natural rubber in primary forms","2022","2022","t","250178","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","836","Natural rubber in primary forms","2022","2022","t","33397.63","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","836","Natural rubber in primary forms","2022","2022","t","3.44","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","836","Natural rubber in primary forms","2022","2022","t","283572.19","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","3907","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","24112","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","-20204","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","2447","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","25095","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","-22648","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","1484","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","24520","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","-23036","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","1186","Raw silk (not thrown)","2020","2020","t","377","X","Figure from international organizations","Unofficial figure"
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","1186","Raw silk (not thrown)","2020","2020","t","16","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","1186","Raw silk (not thrown)","2020","2020","t","393","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1186","Raw silk (not thrown)","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","1186","Raw silk (not thrown)","2021","2021","t","373","X","Figure from international organizations","Unofficial figure"
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","1186","Raw silk (not thrown)","2021","2021","t","23","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","1186","Raw silk (not thrown)","2021","2021","t","396","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1186","Raw silk (not thrown)","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","1186","Raw silk (not thrown)","2022","2022","t","375","X","Figure from international organizations","Unofficial figure"
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","1186","Raw silk (not thrown)","2022","2022","t","43","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","1186","Raw silk (not thrown)","2022","2022","t","1","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","1186","Raw silk (not thrown)","2022","2022","t","417","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1186","Raw silk (not thrown)","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","7978.32","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","126","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","5155.4","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","2948.91","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","8298.59","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","5897.57","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","2401.02","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","8884.4","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","40","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","3749.77","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","5174.62","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","1187","Silk waste","2020","2020","t","133.14","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1187","Silk waste","2020","2020","t","-133","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","1187","Silk waste","2021","2021","t","72.77","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1187","Silk waste","2021","2021","t","-73","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","1187","Silk waste","2022","2022","t","0.34","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","1187","Silk waste","2022","2022","t","115.17","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1187","Silk waste","2022","2022","t","-115","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","2742.37","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","20.91","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5023","Processed","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","2356.25","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","365.21","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","2211.14","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","242.33","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5023","Processed","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","2331.25","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","-362","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","1806.67","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5023","Processed","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","2343.75","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","-537","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","826","Unmanufactured tobacco","2020","2020","t","702208","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","826","Unmanufactured tobacco","2020","2020","t","6739.65","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","826","Unmanufactured tobacco","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","826","Unmanufactured tobacco","2020","2020","t","485114.99","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","826","Unmanufactured tobacco","2020","2020","t","223832.67","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","826","Unmanufactured tobacco","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","826","Unmanufactured tobacco","2021","2021","t","744173","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","826","Unmanufactured tobacco","2021","2021","t","7565.59","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","826","Unmanufactured tobacco","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","826","Unmanufactured tobacco","2021","2021","t","434178.36","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","826","Unmanufactured tobacco","2021","2021","t","317560.23","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","826","Unmanufactured tobacco","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5510","Production","826","Unmanufactured tobacco","2022","2022","t","667293","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","826","Unmanufactured tobacco","2022","2022","t","15881.15","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5071","Stock Variation","826","Unmanufactured tobacco","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5910","Export quantity","826","Unmanufactured tobacco","2022","2022","t","552723.23","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","826","Unmanufactured tobacco","2022","2022","t","130450.92","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","826","Unmanufactured tobacco","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","89","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","89","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","988","Wool, degreased or carbonized, not carded or combed","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","55","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","55","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","988","Wool, degreased or carbonized, not carded or combed","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5610","Import quantity","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","98","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5165","Other uses (non-food)","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","98","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","21","Brazil","5166","Residuals","988","Wool, degreased or carbonized, not carded or combed","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","828","Cigarettes","2020","2020","t","14523","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","828","Cigarettes","2020","2020","t","9730","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","828","Cigarettes","2020","2020","t","4633","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","828","Cigarettes","2020","2020","t","","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","828","Cigarettes","2020","2020","t","160","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","828","Cigarettes","2021","2021","t","14569","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","828","Cigarettes","2021","2021","t","338","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","828","Cigarettes","2021","2021","t","4510","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","828","Cigarettes","2021","2021","t","9721","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","828","Cigarettes","2022","2022","t","15392","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","828","Cigarettes","2022","2022","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","828","Cigarettes","2022","2022","t","5885","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","828","Cigarettes","2022","2022","t","9507","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","829","Cigars and cheroots","2020","2020","t","42","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","829","Cigars and cheroots","2020","2020","t","0","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","829","Cigars and cheroots","2020","2020","t","4","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","829","Cigars and cheroots","2020","2020","t","38","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","829","Cigars and cheroots","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","829","Cigars and cheroots","2021","2021","t","56","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","829","Cigars and cheroots","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","829","Cigars and cheroots","2021","2021","t","4","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","829","Cigars and cheroots","2021","2021","t","52","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","829","Cigars and cheroots","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","829","Cigars and cheroots","2022","2022","t","61","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","829","Cigars and cheroots","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","829","Cigars and cheroots","2022","2022","t","3","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","829","Cigars and cheroots","2022","2022","t","58","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","829","Cigars and cheroots","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","767","Cotton lint, ginned","2020","2020","t","819","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","767","Cotton lint, ginned","2020","2020","t","2883","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","767","Cotton lint, ginned","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","767","Cotton lint, ginned","2020","2020","t","188","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","767","Cotton lint, ginned","2020","2020","t","3514","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","767","Cotton lint, ginned","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","767","Cotton lint, ginned","2021","2021","t","478","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","767","Cotton lint, ginned","2021","2021","t","2655","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","767","Cotton lint, ginned","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","767","Cotton lint, ginned","2021","2021","t","66","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","767","Cotton lint, ginned","2021","2021","t","3067","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","767","Cotton lint, ginned","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","767","Cotton lint, ginned","2022","2022","t","491","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","767","Cotton lint, ginned","2022","2022","t","1631","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","767","Cotton lint, ginned","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","767","Cotton lint, ginned","2022","2022","t","23","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","767","Cotton lint, ginned","2022","2022","t","2099","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","767","Cotton lint, ginned","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","837","Natural rubber in other forms","2020","2020","t","842","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","837","Natural rubber in other forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","837","Natural rubber in other forms","2020","2020","t","43","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","837","Natural rubber in other forms","2020","2020","t","799","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","837","Natural rubber in other forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","837","Natural rubber in other forms","2021","2021","t","907","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","837","Natural rubber in other forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","837","Natural rubber in other forms","2021","2021","t","274","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","837","Natural rubber in other forms","2021","2021","t","634","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","837","Natural rubber in other forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","837","Natural rubber in other forms","2022","2022","t","1012","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","837","Natural rubber in other forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","837","Natural rubber in other forms","2022","2022","t","63","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","837","Natural rubber in other forms","2022","2022","t","949","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","837","Natural rubber in other forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","836","Natural rubber in primary forms","2020","2020","t","411.89","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","836","Natural rubber in primary forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","836","Natural rubber in primary forms","2020","2020","t","7.69","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","836","Natural rubber in primary forms","2020","2020","t","404.2","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","836","Natural rubber in primary forms","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","836","Natural rubber in primary forms","2021","2021","t","427.43","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","836","Natural rubber in primary forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","836","Natural rubber in primary forms","2021","2021","t","1.08","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","836","Natural rubber in primary forms","2021","2021","t","426.35","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","836","Natural rubber in primary forms","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","836","Natural rubber in primary forms","2022","2022","t","376.97","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","836","Natural rubber in primary forms","2022","2022","t","0.86","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","836","Natural rubber in primary forms","2022","2022","t","376.11","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","836","Natural rubber in primary forms","2022","2022","t","0","I","Imputed value",""
